product_id,name,manufacturer,vga_type,width_mm,height_mm,depth_mm,display_type,battery_capacity,laptop_camera,ram_slots,cpu_model,ram_speed,cpu_cores,laptop_tam_nen_man_hinh,root_price,cpu_max_speed,refresh_rate,cpu_threads,cpu_speed,vga_vram
93852,iMac M4 2024 24 inch 8CPU 8GPU 16GB 512GB,apple,card tích hợp,547.0,461.0,147.0,Màn hình Retina 4.5K<br>1 tỷ màu<br>Độ sáng 500 nit<br>Dải màu rộng (P3)<br>Công nghệ True Tone,0.0,full hd,0.0,,7500.0,8.0,,39990000.0,,,,,
89268,Laptop Gigabyte G6 MF-H2VN854KH,gigabyte,card rời,359.5,263.8,25.1,,54.0,hd,2.0,13620H,4800.0,,,27590000.0,4.9,165.0,,4.9,6.0
88404,Laptop LG Gram 2024 14Z90S-G.AH75A5,lg,card tích hợp,312.0,214.3,15.7,Tỉ lệ 16:10<br>Độ phủ màu DCI-P3 99% <br>Màn hình chống chói<br>Độ sáng 350 nit,72.0,full hd,0.0,155H,6400.0,,Tấm nền IPS,41390000.0,,60.0,,,
96100,Laptop ASUS Vivobook S14 OLED S5406SA-PP059WS,asus,card tích hợp,310.5,221.9,13.9,Giảm 70% ánh sáng xanh có hại<br>1.07 tỷ màu<br>Display HDR True Black 600<br>Gamut mapping<br>Độ phủ màu 100% DCI-P3<br>Độ sáng tối đa 600nits HDR,75.0,full hd,0.0,258V,,8.0,Tấm nền Oled,35990000.0,4.8,120.0,8.0,2.2,
102139,Laptop ASUS Vivobook 15 X1502VA-BQ886W,asus,card tích hợp,359.7,232.5,19.9,Độ sáng 250nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC<br>TÜV Rheinland-certified,42.0,hd,2.0,13620H,,10.0,Tấm nền IPS,17990000.0,4.9,60.0,16.0,2.4,
64480,Laptop Vaio FE 14 VWNC51427-BL,vaio,card tích hợp,,,,,55.0,full hd,,1235U,,,Tấm nền IPS,17990000.0,4.4,,,,
88408,Laptop LG Gram 2024 17Z90S-G.AH78A5,lg,card tích hợp,378.8,258.8,16.0,Tỉ lệ 16:10<br>Độ phủ màu DCI-P3 99% <br>Màn hình chống chói<br>Độ sáng 350 nit,77.0,full hd,0.0,155H,7467.0,,Tấm nền IPS,49290000.0,,60.0,,,
93853,iMac M4 2024 24 inch 10CPU 10GPU 16GB 256GB,apple,card tích hợp,547.0,461.0,147.0,Màn hình Retina 4.5K<br>1 tỷ màu<br>Độ sáng 500 nit<br>Dải màu rộng (P3)<br>Công nghệ True Tone,0.0,full hd,0.0,,7500.0,10.0,,39990000.0,,,,,
102857,Laptop ASUS Vivobook 15 X1504VA-BQ2076W,asus,card tích hợp,359.7,232.5,17.9,Độ sáng 250nits<br>Độ phủ màu 45% NTSC <br>Màn hình chống chói<br>TÜV Rheinland-certified,42.0,hd,2.0,1334U,,10.0,Tấm nền IPS,15990000.0,4.6,60.0,12.0,1.3,
70394,Laptop Acer Aspire 5 A515-58GM-59LJ,acer,card rời,361.0,237.0,17.9,Acer ComfyView,50.0,hd,2.0,13420H,3200.0,8.0,Tấm nền IPS,20490000.0,4.6,60.0,12.0,,4.0
65114,Laptop Gigabyte MF F2VN333SH,gigabyte,card rời,360.0,238.0,22.7,,54.0,hd,2.0,12450H,3200.0,8.0,Tấm nền IPS,22990000.0,4.4,144.0,12.0,3.3,4.0
81311,Laptop Acer Swift Go 14 AI SFG14-73-71ZX NX.KSLSV.002,acer,card tích hợp,312.9,217.9,14.9,,65.0,hd,0.0,155H,6400.0,16.0,Tấm nền IPS,26990000.0,4.8,120.0,22.0,3.8,
101284,Laptop ASUS Vivobook S 16 S5606CA-RI114WS,asus,card tích hợp,353.6,246.9,13.9,Độ sáng 400nits<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3 <br>Gamut mapping<br>Display HDR True Black 600<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified,75.0,full hd,0.0,225H,,14.0,Tấm nền Oled,28990000.0,4.9,120.0,16.0,1.7,
65858,Laptop Dell Vostro 3520,dell,card rời,358.5,235.6,17.0,Độ sáng 250 nit<br>Chống chói,,hd,,1255U,3200.0,,Tấm nền WVA,18990000.0,4.4,120.0,,2.4,2.0
90851,Laptop ASUS Vivobook 15 OLED S5507QA-MA090WS,asus,card tích hợp,352.6,226.9,14.7,Thời gian phản hồi 0.2ms <br>Độ sáng 600nits HDR <br>Độ phủ màu 100% DCI-P3<br>1.07 tỷ màu<br>HDR True Black 600<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,70.0,full hd,0.0,X1E,,12.0,Tấm nền Oled,34990000.0,3.4,120.0,12.0,3.4,
42211,Laptop MSI Modern 14 B11MOU 1030VN,msi,card tích hợp,319.0,219.0,16.9,,39.0,hd,,1115G4,3200.0,,Tấm nền IPS,14990000.0,,,,,
95014,Laptop Acer Swift 14 AI SF14-51-53P9,acer,card tích hợp,312.4,221.2,9.7,"Độ phủ màu DCI-P3 100%/Adobe100%<br>Chứng nhận TÜV Rheinland Eyesafe 2.0<br> DisplayHDR True Black 500<br> Độ sáng tối đa 500nits<br> Tỷ lệ tương phản 1.000.000:1<br> Góc nhìn rộng lên đến 170 độ<br> Không chứa thủy ngân, thân thiện với môi trường",65.0,hd,0.0,226V,4266.5,8.0,Tấm nền Oled,34990000.0,4.5,90.0,8.0,3.5,
78356,Laptop ASUS TUF Gaming A15 FA507NV-LP110W,asus,card rời,354.0,251.0,22.4,"Màn hình chống chói<br>Độ sáng 250nits<br>Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%<br>G-Sync",90.0,hd,2.0,7535HS,,8.0,Tấm nền IPS,30490000.0,4.7,144.0,16.0,,8.0
65177,Laptop Huawei Matebook D15,huawei,card tích hợp,357.8,229.9,16.9,Độ sáng 250 nits,42.0,hd,,,,,Tấm nền IPS,13990000.0,,,,,
90903,Laptop Acer Swift Lite 14 AI SFL14-51M-78XZ,acer,card tích hợp,314.4,221.9,17.5,Độ sáng 300 nits<br>Độ phủ màu 45% NTSC<br>Acer ComfyView LED-backlit TFT LCD,58.0,full hd,2.0,155U,2800.0,12.0,Tấm nền IPS,22990000.0,4.8,60.0,14.0,3.8,
79467,Laptop ASUS Vivobook 15 Oled A1505VA L1491W,asus,card tích hợp,,,,,50.0,hd,2.0,13700H,,,Tấm nền Oled,22990000.0,,60.0,,,
101282,Laptop ASUS Vivobook 16 A1607QA-MB067WS,asus,card tích hợp,357.0,250.6,17.9,Độ sáng 300nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,50.0,full hd,0.0,X1,,8.0,Tấm nền IPS,20990000.0,2.97,60.0,8.0,,
67100,Laptop MSI Modern 15 B12MO-628VN,msi,card tích hợp,359.0,241.0,19.9,,39.3,hd,,1235U,3200.0,,Tấm nền IPS,14490000.0,,,,,
78357,Laptop MSI Cyborg 15 A1VEK-053VN,msi,card rời,359.4,250.3,21.9,45%NTSC IPS-Level,53.5,hd,2.0,155H,,,Tấm nền IPS,30990000.0,,144.0,,,6.0
38272,Laptop Gaming Acer Nitro 5 Eagle AN515-57-720A NH.QEQSV.004,acer,card rời,363.4,255.0,23.9,Tần số quét 144Hz,57.5,hd,,11800H,3200.0,,Tấm nền IPS,30490000.0,,,,,
62844,Laptop LG Gram 2023 15Z90RT-G.AH55A5,lg,card tích hợp,356.0,227.6,109.9,Màn hình chống chói<br>Thời gian phản hồi 0.2 ms<br> Độ sáng 350 nits<br> Công nghệ Eye care<br> Độ phủ màu DCI-P3 100%,60.0,full hd,0.0,1340P,6000.0,12.0,Tấm nền OLED/AMOLED,42990000.0,4.6,60.0,12.0,1.9,
63746,Laptop MSI Katana 15 B13VEK-252VN,msi,card rời,359.0,259.0,24.9,Độ sáng 250 nits <br>Độ phủ màu 45% NTSC,53.5,hd,2.0,13620H,5200.0,10.0,Tấm nền IPS,32990000.0,4.9,144.0,16.0,,6.0
75038,iMac M3 24 inch 8CPU 8GPU 16GB 512GB,apple,card tích hợp,547.0,461.0,,Độ sáng 500 nit<br>Dải màu rộng (P3)<br>True Tone,0.0,full hd,0.0,,6400.0,8.0,,46990000.0,,,,,
88406,Laptop LG Gram 2024 16Z90S-G.AH76A5,lg,card tích hợp,355.1,242.3,15.7,Tỉ lệ 16:10<br>Độ phủ màu DCI-P3 99% <br>Màn hình chống chói<br>Độ sáng 350 nit,77.0,full hd,0.0,155H,7467.0,,Tấm nền IPS,45490000.0,,60.0,,,
55915,Laptop Lenovo Gaming Legion 5 15ARH7 82RE002VVN,lenovo,card rời,358.8,262.4,20.0,Độ sáng 300nits<br> Màn hình chống chói<br> Tần số quét 165Hz<br> Độ phủ màu 100% sRGB<br> Dolby Vision<br> FreeSync<br> G-SYNC<br> DC dimmer,80.0,full hd,2.0,6600H,4800.0,6.0,Tấm nền IPS,26600000.0,4.5,,12.0,3.3,4.0
102844,Laptop HP OmniBook Ultra Flip 14-FH0038TU B2CP4PA,hp,card tích hợp,313.7,216.2,14.9,Có hỗ trợ bút stylus,64.0,full hd,0.0,288V,8533.0,8.0,Tấm nền Oled,57990000.0,5.1,120.0,,,
102976,Laptop MSI Prestige 13 AI Evo A1MG-240VN,msi,card tích hợp,299.0,210.0,16.9,Màn hình bóng,75.0,full hd,0.0,125H,8533.0,14.0,Tấm nền Oled,30990000.0,4.5,60.0,,,
101142,Laptop Dell G15 5530 i9HX161W11GR4060,dell,card rời,357.3,274.5,21.3,ComfortViewPlus <br> NVIDIA GSYNC+ DDS Display,6.0,hd,2.0,13900HX,4800.0,,Tấm nền WVA,46190000.0,5.4,165.0,,,8.0
102997,Laptop MSI Prestige 13 AI Evo A1MG-241VN,msi,card tích hợp,299.0,210.0,16.9,Màn hình bóng,75.0,full hd,0.0,125H,8533.0,14.0,Tấm nền Oled,28990000.0,4.5,60.0,,,
43740,Laptop Itel Spirit 1 i5,hãng khác,card tích hợp,365.0,226.1,24.9,Công nghệ IPS <br> Độ sáng 300 nits,50.0,full hd,2.0,8259U,2400.0,4.0,Tấm nền IPS,,3.8,,8.0,2.3,
102839,Laptop HP OmniBook Ultra Flip 14-FH0040TU B13VHPA,hp,card tích hợp,313.7,216.2,14.9,Có hỗ trợ bút stylus,64.0,full hd,0.0,258V,8533.0,8.0,Tấm nền Oled,53990000.0,4.8,120.0,,,
102849,Laptop HP OmniBook X 14-FE1010QU B53KBPA,hp,card tích hợp,312.9,223.5,14.3,,59.16,full hd,0.0,X1P,8448.0,8.0,Tấm nền IPS,31990000.0,3.4,,,,
102966,Laptop MSI Prestige 13 AI+ Evo A2VMG-062VN,msi,card tích hợp,299.0,210.0,16.9,Màn hình bóng,75.0,full hd,0.0,288V,8533.0,8.0,Tấm nền Oled,42990000.0,5.1,60.0,8.0,,
92999,Laptop Lenovo Yoga Pro 7 14IMH9 83E2005DVN,lenovo,card rời,325.5,226.5,16.6,Độ sáng 400nits Glossy<br> Độ phủ màu 100% P3<br> Eyesafe<br> Dolby Vision<br> DisplayHDR True Black 500,73.0,full hd,0.0,155H,7467.0,16.0,Tấm nền Oled,45990000.0,4.8,120.0,22.0,,6.0
100244,Laptop Dell Gaming G15 5530 71053700,dell,card rời,357.3,274.5,26.1,,56.0,hd,2.0,13650HX,4800.0,,Tấm nền WVA,36990000.0,,120.0,,,6.0
101147,Laptop Dell XPS 13 9350 XPS9350-U5IA165W11GR-FP,dell,card rời,295.3,199.1,15.3,Eyesafe<br>Ánh sáng xanh thấp<br>Chống chói<br>Độ sáng 500 nits,60.0,hd,0.0,226V Series 2,4266.5,8.0,Tấm nền WVA,59990000.0,4.5,120.0,,,
43910,Laptop Gaming Acer Nitro 5 AN515 58 52SP,acer,card rời,360.4,271.1,25.9,IPS 144Hz <br> Acer ComfyView <br>,57.5,hd,2.0,12500H,3200.0,12.0,Tấm nền IPS,27990000.0,4.5,,16.0,3.3,4.0
100787,Laptop Gigabyte AORUS 16X-9RX6LASGDDJIXDVN010,gigabyte,card rời,356.0,254.0,20.0,Độ phủ màu 100% sRGB<br> Được Pantone xác thực<br> Được TUV Rheinland chứng nhận<br> Dolby Vision<br> NVIDIA Advanced Optimus<br> G-SYNC,99.0,full hd,2.0,14650HX,5600.0,16.0,Tấm nền IPS,45990000.0,5.2,165.0,,,8.0
97063,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 512GB Nano,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Nano-texture<br>Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone",72.4,full hd,0.0,,8533.0,14.0,,58790000.0,,120.0,,,
88411,Laptop LG Gram 2024 Super Slim 15Z90ST-G.AH75A5,lg,card tích hợp,356.0,227.0,12.6,Tỉ lệ 16:9<br>Độ phủ màu DCI-P3 100% <br>Độ sáng tối đa HDR 500 nit<br>Thời gian phản hồi 0.2 ms,60.0,full hd,0.0,155H,7467.0,,Tấm nền Oled,46500000.0,,60.0,,,
88415,Laptop LG Gram 2024 Pro 16Z90SP-K.AH75A5,lg,card tích hợp,357.7,251.6,12.4,Tỉ lệ 16:10<br>Độ phủ màu DCI-P3 99%<br>Màn hình chống chói<br>Độ sáng 400nit<br>Thời gian phản hồi 0.2ms,77.0,full hd,0.0,155H,7467.0,,Tấm nền Oled,51400000.0,,120.0,,,
98360,Laptop Lenovo IdeaPad 5 2-in-1 14Q8X9 83GH001FVN,lenovo,card tích hợp,313.0,227.0,17.5,"Độ sáng 400nits<br> Độ phủ màu 100% DCI-P3<br> TÜV Ánh sáng xanh thấp<br>OGM, Cảm ứng đa điểm 10 điểm",57.0,full hd,0.0,X1P,8448.0,8.0,Tấm nền Oled,25990000.0,3.4,60.0,,,
101138,Laptop Dell G15 5530 i7HX161W11GR4060,dell,card rời,357.3,274.5,21.3,ComfortViewPlus <br> NVIDIA GSYNC+ DDS Display,6.0,hd,2.0,13650HX,4800.0,,Tấm nền WVA,41990000.0,4.7,165.0,,,8.0
102122,Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20001VN,lenovo,card tích hợp,360.0,251.0,16.9,Độ sáng 300nits <br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,60.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,19490000.0,4.9,60.0,16.0,2.4,
104182,Laptop Lenovo Yoga Slim 9 14ILL10 83CX001AVN,lenovo,card tích hợp,312.9,203.5,14.6,Độ sáng 750nits (peak) / 600nits (typical)<br> Độ phủ màu 100% DCI-P3<br> Eyesafe<br> Dolby Vision<br> DisplayHDR True Black 600<br> X-Rite<br> PureSight Pro,75.0,full hd,0.0,258V,8533.0,8.0,Tấm nền Oled,59990000.0,4.8,120.0,8.0,,
78059,MacBook Air M3 13 inch 2024 8GB - 256GB,apple,card tích hợp,,,,True Tone,,full hd,0.0,,6400.0,8.0,,27990000.0,,,,,
28229,Apple MacBook Air M1 256GB 2020 I Chnh hng Apple Vit Nam,apple,card tích hợp,304.1,212.4,16.1,Độ sáng 400 nits <br/>Hỗ trợ dải màu P3 <br/>True-Tone,49.9,,0.0,,,8.0,Tấm nền IPS,22990000.0,,,,,
88379,MacBook Pro 14 inch M3 Max 96GB - 512GB Sc 96W,apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,72.4,full hd,0.0,,6400.0,14.0,,95990000.0,,120.0,,,
78953,MacBook Pro 16 inch M3 Pro 2023 (12 CPU - 18 GPU 36GB 512GB),apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,,full hd,0.0,,6400.0,12.0,,,,120.0,,,
93854,iMac M4 2024 24 inch 10CPU 10GPU 16GB 512GB,apple,card tích hợp,547.0,461.0,147.0,Màn hình Retina 4.5K<br>1 tỷ màu<br>Độ sáng 500 nit<br>Dải màu rộng (P3)<br>Công nghệ True Tone,0.0,full hd,0.0,,7500.0,10.0,,44990000.0,,,,,
97069,MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB Nano,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Nano-texture<br>Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone",72.4,full hd,0.0,Max,8533.0,14.0,,83790000.0,,120.0,,,
28222,Apple MacBook Pro 13 Touch Bar M1 256GB 2020 I Chnh hng Apple Vit Nam,apple,card tích hợp,304.1,212.4,15.6,Độ sáng 500 nits <br/>Hỗ trợ dải màu P3 <br/>True-Tone,58.2,hd,0.0,,4266.0,8.0,Tấm nền IPS,35990000.0,,,,,
77978,Laptop Lenovo LOQ 15IAX9 83GS001RVN,lenovo,card rời,359.9,258.7,21.9,Độ sáng 300 nits <br> Màn hình chống chói<br> Độ phủ màu 100% sRGB<br> G-SYNC,60.0,full hd,2.0,12450HX,4800.0,8.0,Tấm nền IPS,23990000.0,4.4,144.0,12.0,,6.0
78118,MacBook Air M3 13 inch 2024 16GB - 512GB,apple,card tích hợp,,,,True Tone,,full hd,0.0,,6400.0,8.0,,32990000.0,,,,,
44093,Apple MacBook Pro 13 M2 2022  8GB 256GB I Chnh hng Apple Vit Nam,apple,card tích hợp,,,,,58.2,hd,0.0,,6400.0,8.0,,35990000.0,,,,,
66622,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,lenovo,card tích hợp,312.0,221.0,17.9,Độ sáng 300nits <br> Màn hình chống chói <br> Độ phủ màu 45% NTSC <br> TÜV Low Blue Light,56.6,full hd,0.0,12450H,4800.0,8.0,Tấm nền IPS,17290000.0,4.4,,12.0,2.0,
66275,Laptop ASUS TUF Gaming F15 FX507ZC4-HN074W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250nits <br> Độ phủ màu: NTSC 45%, SRGB 62.50%, Adobe 47.34% <br> Màn hình chống chói <br> Adaptive-Sync",56.0,hd,2.0,12500H,3200.0,12.0,Tấm nền IPS,25990000.0,4.5,144.0,,2.5,4.0
78304,MacBook Air M3 15 inch 2024 16GB - 256GB sc 70W,apple,card tích hợp,,,,True Tone,70.0,full hd,0.0,,6400.0,8.0,,32990000.0,,,,,
78834,Laptop Lenovo LOQ 15IAX9 83GS001SVN,lenovo,card rời,359.9,258.7,21.9,Độ sáng tối đa 300 nits<br> Chống chói<br> Độ phủ màu 100% sRGB<br>G-SYNC,60.0,full hd,2.0,12450HX,4800.0,8.0,Tấm nền IPS,20990000.0,4.4,144.0,12.0,,4.0
42452,Laptop Gaming Acer Nitro 5 Tiger AN515 58 773Y,acer,card rời,360.4,271.1,25.9,Tần số quét 144Hz,57.5,hd,2.0,12700H,3200.0,,Tấm nền TFT,25990000.0,,,,,4.0
64741,Laptop MSI Modern 15 B7M-238VN,msi,card rời,359.0,241.0,19.9,Độ phủ màu 45% NTSC,39.3,hd,1.0,7730U,3200.0,8.0,Tấm nền IPS,16990000.0,4.3,60.0,16.0,2.0,
74749,Laptop Gaming Acer Nitro 5 AN515-58-5193,acer,card rời,360.4,271.1,25.9,,57.0,hd,2.0,12450H,4800.0,8.0,Tấm nền IPS,23990000.0,4.4,144.0,12.0,2.0,6.0
78060,MacBook Air M3 15 inch 2024 8GB - 256GB,apple,card tích hợp,,,,True Tone,,full hd,0.0,,6400.0,8.0,,30990000.0,,,,,
75851,MacBook Pro 14 inch M3 2023 (8 CPU - 10 GPU 16GB 512GB),apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,70.0,full hd,0.0,,6400.0,8.0,,44990000.0,,120.0,,,
91942,Laptop MSI Modern 14 C7M-221VN,msi,card rời,320.0,223.0,19.5,Độ phủ màu 45%NTSC <br>Màn hình chống chói  <br>Góc mở 180 độ,39.3,hd,0.0,7730U,,8.0,Tấm nền IPS,11790000.0,4.5,60.0,16.0,,
89103,Laptop Gaming Acer Nitro 5 Tiger AN515-58-50D2,acer,card rời,360.4,271.1,25.9,Độ sáng 300nits<br>Độ phủ màu 100% sRGB<br>Acer ComfyView LED-backlit TFT LCD,57.5,hd,2.0,12500H,4800.0,12.0,Tấm nền IPS,28990000.0,,165.0,16.0,4.5,6.0
63014,Laptop MSI Modern 14 C13M-607VN,msi,card tích hợp,320.0,223.0,19.5,Công nghệ màn hình FHD<br>Độ sáng 300 nits<br>Độ phủ màu 45% NTSC,39.3,hd,1.0,1355U,3200.0,10.0,Tấm nền IPS,21490000.0,5.0,60.0,10.0,,
30586,MacBook Pro 14 inch 2021,apple,card tích hợp,1.6,,,"120Hz, Liquid Retina, Mini LED, XDR",,full hd,0.0,,6400.0,,,52990000.0,,,,,
101903,Laptop ASUS ROG Flow Z13 GZ302EA-RU080WS,asus,card rời,300.0,300.0,204.0,Độ sáng 500nits<br>Độ phủ màu DCI-P3 100%<br>ROG Nebula Display<br>Support Dolby Vision HDR,70.0,full hd,0.0,395,8000.0,16.0,Tấm nền IPS,77990000.0,5.1,180.0,32.0,3.0,
90890,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BQVN,lenovo,card tích hợp,313.5,224.0,16.9,Độ sáng 300nits<br>Màn hình chống chói<br>Độ phủ màu 100% sRGB,45.0,full hd,2.0,1355U,5200.0,10.0,Tấm nền IPS,22990000.0,5.0,,12.0,1.7,
80588,Laptop ASUS ExpertBook B1 B1502CBA-NJ1261W,asus,card tích hợp,361.6,233.0,19.9,Độ sáng 250nits<br> Độ phủ màu 45% NTSC <br> Màn hình chống chói,42.0,hd,1.0,1215U,,6.0,Tấm nền TN,14590000.0,4.4,60.0,,1.2,
74203,Laptop HP Gaming Victus 15-FB1023AX 94F20PA,hp,card rời,357.9,255.0,23.5,Micro-edge<br>Chống chói<br>Độ sáng tối đa 250 nits<br>Độ phủ màu 45% NTSC,52.5,,2.0,7535HS,4800.0,6.0,Tấm nền IPS,24490000.0,4.5,,12.0,,4.0
86032,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00EHVN,lenovo,card rời,359.3,235.0,17.9,Độ sáng 300nits <br> Màn hình chống chói,47.0,hd,,7730U,3200.0,8.0,Tấm nền IPS,16390000.0,4.5,,16.0,2.0,
69109,Laptop ASUS Vivobook 15 X1504ZA-NJ582W,asus,card tích hợp,359.7,232.5,17.9,Độ sáng 250nits <br> Độ phủ màu 45% NTSC <br> Màn hình chống chói <br>TÜV Rheinland-certified<br>Tỷ lệ khung hình 16:9,42.0,hd,,1215U,,6.0,,12990000.0,4.4,60.0,,1.2,
97517,Laptop ASUS ROG Strix G16 G614JVR-N4231W,asus,card rời,354.0,264.0,22.6,Thời gian phản hồi 3ms<br>Độ sáng 500nits<br>Độ phủ màu DCI-P3 100%<br>Màn hình chống chói <br>G-Sync<br>ROG Nebula Display<br>Dolby Vision HDR<br>ROG intelligent cooling,90.0,hd,2.0,14900HX,,24.0,Tấm nền IPS,49990000.0,5.8,240.0,32.0,2.2,8.0
101223,Laptop Lenovo ThinkPad E14 GEN 6 21M7004PVN,lenovo,card tích hợp,313.0,219.3,18.0,Độ sáng 300nits <br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,47.0,full hd,2.0,125H,5600.0,14.0,Tấm nền IPS,23890000.0,4.5,,18.0,,
71751,MacBook Pro 14 M3 Pro 18GB - 512GB,apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,70.0,full hd,0.0,,6400.0,11.0,,49990000.0,,120.0,,,
94248,MacBook Air M3 13 inch 2024 8CPU 10GPU 24GB - 256GB sc 30W,apple,card tích hợp,,,,True Tone,30.0,full hd,0.0,,6400.0,8.0,,32990000.0,,,,,
38734,Macbook Pro 14 M1 Pro 10 CPU - 16 GPU 16GB 1TB 2021,apple,card tích hợp,1.6,,,"120Hz, Liquid Retina, Mini LED, XDR",,full hd,0.0,,6400.0,10.0,,65990000.0,,,,,
48950,Apple MacBook Pro 13 M2 2022 16GB 256GB I Chnh hng Apple Vit Nam,apple,card rời,,,,,58.2,hd,0.0,,6400.0,8.0,,41990000.0,,,,,
61872,Laptop ASUS VivoBook 15 OLED A1505VA-L1114W,asus,card tích hợp,356.8,227.6,19.9,Thời gian phản hồi 0.2ms<br>Tần số quét 60Hz<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3<br>Display HDR True Black 600<br>1.07 tỷ màu<br>TÜV Rheinland-certified<br>SGS Eye Care Display,50.0,hd,2.0,13500H,,12.0,Tấm nền Oled,20990000.0,4.7,,16.0,2.6,
71722,MacBook Pro 14 M3 8GB - 512GB,apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,70.0,full hd,0.0,,6400.0,8.0,,39990000.0,,120.0,,,
38726,MacBook Pro 16 inch M1 Max 10 CPU - 32 GPU 32GB 1TB 2021,apple,card tích hợp,355.7,248.1,16.8,"120Hz, Liquid Retina, Mini LED, XDR",,full hd,0.0,,6400.0,10.0,,92990000.0,,,,,
75055,Laptop ASUS TUF Gaming F15 FX507VV-LP157W,asus,card rời,354.0,251.0,22.4,,90.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,31990000.0,4.9,,16.0,2.4,8.0
100878,Laptop ASUS Zenbook DUO UX8406CA-PZ109WS,asus,card tích hợp,313.5,312.8,209.0,Thời gian phản hồi 0.2ms <br>Độ sáng 400nits<br>Độ sáng tối đa 500nits HDR<br>Độ phủ màu 100% DCI-P3<br>Gamut mapping<br>HDR True Black 500<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại,75.0,full hd,0.0,285H,,16.0,,61990000.0,5.4,120.0,16.0,2.9,
37955,Laptop Gaming Acer Nitro 5 Eagle AN515-57-54MV,acer,card rời,363.4,255.0,23.9,"Tần số quét 144Hz,  LED-backlit TFT LCD",57.5,hd,,11400H,3200.0,6.0,Tấm nền IPS,26490000.0,4.4,144.0,12.0,2.6,
47495,Laptop ASUS Gaming TUF FX506LHB-HN188W,asus,card rời,359.0,256.0,24.7,"Màn hình chống lóa, độ sáng 250 nit, độ phủ màu 45% NTSC,  62.5% SRGB,  47.1% Adobe",48.0,hd,2.0,10300H,2933.0,,Tấm nền IPS,18000000.0,,144.0,,,4.0
78830,Laptop Acer Aspire 3 A315-59-381E,acer,card tích hợp,362.9,241.3,19.9,LED Backlit <br>Acer ComfyView,40.0,hd,2.0,1215U,2400.0,6.0,Tấm nền TFT,11990000.0,4.4,60.0,8.0,1.2,
101352,Mac mini M4 2024 10CPU 10GPU 24GB 256GB,apple,card tích hợp,127.0,127.0,50.0,Hỗ trợ đồng thời đến ba màn hình<br>Đầu ra video kỹ thuật số Thunderbolt 4,0.0,,0.0,,7500.0,10.0,,19990000.0,,,,,
